id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
24,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,429.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,364.0,364.0,,520.0,
25,601,601,601.0,601.0,401.0,601.0,7.0,601.0,601.0,601.0,601.0,601.0,601.0,7.0,601.0,401.0,601.0,601.0,601.0,601.0,601.0,601.0,13.0,601.0,,601.0
26,23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,
27,321,321,321.0,321.0,321.0,321.0,321.0,65.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,679.0,321.0,321.0,321.0,321.0,321.0,192.0,321.0,321.0,321.0,321.0
28,211,211,211.0,211.0,211.0,324.0,211.0,211.0,121.0,211.0,121.0,211.0,101.0,211.0,211.0,325.0,211.0,211.0,,,,,,,325.0,
29,315,36,9.0,18.0,108.0,15.0,36.0,15.0,108.0,18.0,36.0,9.0,132.0,1278.0,36.0,12.0,9.0,36.0,1350.0,90.0,18.0,36.0,60.0,36.0,1194.0,90.0
30,70,70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
31,588,588,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,240.0,588.0,588.0,588.0,588.0,588.0,,300.0,,372.0,300.0
32,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
33,117,117,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0
34,279,279,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,9.0,279.0,279.0,279.0,279.0,567.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,8919.0
35,504,504,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0
36,821,271,12.0,247.0,247.0,41.0,239.0,41.0,271.0,271.0,271.0,239.0,1.0,239.0,12.0,271.0,71.0,271.0,32.0,139.0,821.0,93.0,271.0,239.0,271.0,13.0
37,77,77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,46.0
38,62,62,62.0,62.0,62.0,62.0,62.0,62.0,50.0,62.0,62.0,50.0,62.0,50.0,50.0,62.0,,,,,,,,,,50.0
39,81,44,53.0,44.0,62.0,48.0,83.0,35.0,44.0,42.0,84.0,69.0,186.0,44.0,47.0,96.0,60.0,50.0,75.0,57.0,63.0,26.0,53.0,85.0,76.0,114.0
40,259,0,343.0,21.0,,325.0,4425.0,,,,,,,,,,0.0,,,0.0,,,,3.0,,
41,510,510,510.0,510.0,510.0,510.0,170.0,679.0,510.0,1524.0,510.0,510.0,510.0,510.0,1017.0,510.0,78.0,510.0,510.0,510.0,510.0,128.0,40.0,510.0,65.0,
42,204,67,67.0,67.0,94.0,,,,,145.0,,179.0,,148.0,79.0,,,,64.0,,,,,,,
43,60,63,66.0,63.0,63.0,98.0,70.0,49.0,93.0,70.0,63.0,63.0,71.0,77.0,93.0,98.0,47.0,30.0,63.0,47.0,24.0,47.0,47.0,103.0,,
44,735,147,683.0,147.0,757.0,147.0,147.0,147.0,683.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,683.0,147.0,147.0,147.0,147.0,151.0,147.0,31.0,508.0,147.0
45,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,588.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
46,49,49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
47,82,6,82.0,82.0,34.0,82.0,34.0,82.0,48.0,86.0,6.0,6.0,65.0,6.0,100.0,6.0,6.0,58.0,6.0,6.0,6.0,6.0,6.0,82.0,,
48,106,106,106.0,106.0,106.0,70.0,106.0,106.0,106.0,437.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
49,336,336,336.0,336.0,336.0,336.0,252.0,306.0,180.0,252.0,336.0,180.0,324.0,332.0,240.0,324.0,252.0,360.0,384.0,328.0,144.0,336.0,240.0,216.0,360.0,
50,293,293,293.0,293.0,293.0,73.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,73.0,293.0,293.0,221.0,149.0,1753.0,1469.0,
51,237,237,60671.0,60671.0,237.0,237.0,237.0,237.0,60670.0,237.0,119.0,60671.0,237.0,237.0,237.0,60671.0,237.0,60671.0,237.0,60671.0,60671.0,60671.0,237.0,119.0,60671.0,60670.0
52,610,600,600.0,600.0,600.0,600.0,600.0,600.0,600.0,610.0,610.0,610.0,610.0,600.0,610.0,610.0,610.0,600.0,600.0,610.0,600.0,600.0,610.0,994.0,760.0,
53,149,149,150.0,150.0,150.0,149.0,150.0,149.0,150.0,159.0,149.0,149.0,149.0,149.0,149.0,150.0,159.0,150.0,149.0,149.0,149.0,150.0,149.0,149.0,149.0,149.0
54,907,907,107.0,907.0,907.0,907.0,907.0,907.0,907.0,570.0,907.0,664.0,907.0,907.0,937.0,203.0,947.0,907.0,953.0,907.0,907.0,381.0,947.0,,,
55,113,1,1.0,1.0,21.0,873074.0,21.0,6.0,69666.0,6.0,1264911528555.0,4208.0,11585.0,1.0,11585.0,6.0,11585.0,1.0,113.0,2.0,6.0,832485.0,113.0,135554.0,1.0,
56,19,19,19.0,79.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,65.0,19.0,19.0,21.0,19.0,19.0,,,,,
57,248,208,208.0,724.0,724.0,208.0,36.0,256.0,208.0,208.0,894.0,436.0,208.0,936.0,308.0,,,,,,,,,,,
58,104,104,54.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,196.0,104.0,84.0,104.0,104.0,98.0,98.0,98.0,140.0,104.0,104.0,,104.0
59,240,188,230.0,188.0,188.0,214.0,188.0,188.0,188.0,334.0,216.0,188.0,188.0,428.0,188.0,254.0,188.0,188.0,281.0,228.0,,,,,,
