id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
10,371,17,137.0,46.0,17.0,41.0,141.0,17.0,41.0,21.0,73.0,131.0,131.0,281.0,133.0,17.0,33.0,35.0,361.0,33.0,9.0,147.0,133.0,17.0,303.0,51.0
11,385,24,48.0,16.0,8.0,72.0,16.0,12.0,24.0,24.0,12.0,48.0,24.0,24.0,24.0,24.0,48.0,16.0,8.0,16.0,36.0,8.0,36.0,4.0,6.0,24.0
12,110,110,155.0,110.0,110.0,155.0,110.0,155.0,155.0,155.0,110.0,155.0,155.0,110.0,134.0,155.0,110.0,179.0,110.0,134.0,110.0,110.0,110.0,110.0,110.0,
13,104,104,104.0,104.0,104.0,104.0,104.0,104.0,181.0,104.0,104.0,104.0,104.0,104.0,425.0,7.0,104.0,236.0,236.0,94.0,104.0,104.0,2560.0,236.0,236.0,104.0
14,721,721,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0
15,73,0,0.0,-231.0,73.0,353.0,73.0,0.0,0.0,,,0.0,23.0,11.0,55.0,39.0,110.0,77.0,0.0,219.0,11.0,134.0,263.0,224.0,,73.0
16,236,236,246.0,236.0,236.0,246.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,236.0,208.0,246.0,246.0,236.0,246.0,236.0,232.0,201.0,208.0
17,45,45,45.0,45.0,45.0,45.0,36.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,36.0,45.0,
18,33,33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
19,80,80,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,160.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
20,55,55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,62.0,55.0
21,699,699,951.0,1005.0,699.0,629.0,699.0,699.0,699.0,699.0,629.0,699.0,699.0,699.0,699.0,699.0,629.0,699.0,629.0,699.0,629.0,699.0,699.0,699.0,699.0,
22,127,7,7.0,11.0,7.0,7.0,7.0,36.0,127.0,55.0,7.0,31.0,71.0,35.0,13.0,7.0,19.0,4.0,7.0,49.0,7.0,7.0,13.0,,,
23,902,1024,2.0,1022.0,16.0,1024.0,252.0,1024.0,1024.0,902.0,2.0,2.0,1922.0,1024.0,2.0,512.0,1023.0,126.0,1024.0,256.0,1922.0,546.0,1922.0,1022.0,126.0,
24,468,468,468.0,468.0,468.0,468.0,429.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,,468.0,468.0,468.0,468.0,468.0,468.0,325.0,468.0,936.0
25,601,601,401.0,601.0,601.0,601.0,601.0,399.0,601.0,601.0,301.0,401.0,401.0,601.0,601.0,401.0,601.0,601.0,601.0,5.0,13.0,601.0,16.0,603.0,11.0,
26,23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,121.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,19.0,19.0
27,321,321,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,679.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0
28,211,211,211.0,211.0,211.0,211.0,211.0,211.0,61.0,211.0,211.0,211.0,121.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,,,211.0,
29,315,12,12.0,24.0,36.0,28.0,12.0,30.0,9.0,6.0,6.0,18.0,27.0,28.0,90.0,12.0,36.0,108.0,9.0,6.0,12.0,90.0,60.0,12.0,15.0,12.0
30,70,70,70.0,49.0,70.0,70.0,0.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
31,588,588,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,548.0,168.0,240.0,588.0,588.0,300.0,84.0,588.0,420.0,420.0,300.0,300.0,588.0,588.0,300.0
32,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,292.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
33,117,117,252.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,118.0,117.0,117.0
34,279,279,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0
35,504,504,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0
36,821,271,12.0,12.0,16.0,1.0,239.0,155.0,12.0,239.0,271.0,239.0,271.0,239.0,1.0,271.0,37.0,271.0,1.0,13.0,992.0,271.0,247.0,1.0,1.0,12.0
37,77,77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,8.0,77.0,46.0
38,62,62,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,50.0,50.0,,,,,,,,,,,,,
39,81,42,42.0,44.0,78.0,69.0,88.0,114.0,38.0,42.0,42.0,96.0,114.0,76.0,42.0,42.0,88.0,38.0,68.0,76.0,83.0,99.0,42.0,36.0,96.0,114.0
40,259,22,23.0,4632.0,102.0,36.0,21.0,22.0,22.0,,70.0,22.0,-288.0,0.0,343.0,293.0,,,,117.0,23.0,,,,,22.0
41,510,510,510.0,510.0,510.0,510.0,510.0,510.0,510.0,175.0,510.0,510.0,510.0,1524.0,510.0,1017.0,510.0,508.0,510.0,1524.0,510.0,1524.0,1849.0,510.0,64.0,81.0
42,204,145,145.0,70.0,148.0,119.0,145.0,145.0,114.0,129.0,340.0,,,94.0,145.0,145.0,,129.0,94.0,,67.0,,,,,
43,60,47,42.0,47.0,63.0,47.0,30.0,23.0,54.0,55.0,52.0,42.0,47.0,92.0,93.0,57.0,101.0,107.0,80.0,63.0,101.0,109.0,63.0,48.0,72.0,43.0
44,735,147,683.0,561.0,147.0,147.0,683.0,969.0,147.0,147.0,147.0,294.0,147.0,147.0,147.0,199.0,147.0,147.0,147.0,942.0,147.0,147.0,882.0,147.0,147.0,769.0
45,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
46,49,49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
47,82,82,94.0,82.0,66.0,82.0,86.0,82.0,16.0,82.0,98.0,82.0,90.0,98.0,144.0,82.0,6.0,82.0,81.0,82.0,6.0,82.0,64.0,74.0,90.0,11.0
48,106,106,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,70.0,106.0,106.0,106.0
49,336,180,300.0,180.0,336.0,345.0,300.0,343.0,336.0,180.0,336.0,318.0,360.0,216.0,336.0,360.0,180.0,144.0,180.0,360.0,464.0,252.0,345.0,555.0,240.0,324.0
50,293,293,73.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,45.0,73.0,293.0,37.0,389.0,293.0,5849.0,,,293.0,,,,
51,237,60671,60671.0,279.0,60671.0,40959.0,60671.0,60671.0,237.0,60670.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0
52,610,600,600.0,800.0,600.0,600.0,600.0,600.0,610.0,600.0,600.0,624.0,200.0,600.0,922.0,600.0,610.0,610.0,610.0,610.0,415.0,400.0,520.0,610.0,400.0,
53,149,150,150.0,150.0,150.0,149.0,150.0,150.0,149.0,149.0,150.0,150.0,150.0,150.0,150.0,145.0,150.0,89.0,145.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0
54,907,907,9.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,947.0,947.0,907.0,947.0,947.0,907.0,907.0,907.0,248.0,123.0,788.0,492.0,550.0,834.0,907.0,357.0
55,113,113,41851.0,6.0,6.0,1.0,171.0,113.0,1.0,1.0,11.0,218478911.0,113.0,1.0,12.0,873074.0,113.0,23168.0,113.0,21.0,9.0,1.0,2994.0,74.0,11063668385107.0,113.0
56,19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,128.0,19.0,19.0,107.0,617.0,620.0,17.0,,,
57,248,208,936.0,648.0,24.0,208.0,3.0,208.0,3.0,724.0,208.0,208.0,208.0,3.0,208.0,872.0,,,,,,,,,,
58,104,104,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,100.0,104.0,104.0,98.0,103.0,98.0,196.0,100.0,104.0,159.0,84.0,98.0,102.0,98.0,102.0,140.0
59,240,188,188.0,188.0,188.0,188.0,188.0,376.0,322.0,188.0,188.0,188.0,234.0,214.0,214.0,214.0,188.0,188.0,188.0,188.0,188.0,281.0,188.0,281.0,,
