id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
24,468,468,468.0,468.0,468.0,507.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,,156.0,468.0,468.0,468.0,204.0,195.0
25,601,601,601.0,517.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,401.0,601.0,601.0,601.0,601.0,301.0,601.0,601.0,60.0,601.0,601.0,,,,
26,23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,5.0,5.0
27,321,321,321.0,321.0,113.0,321.0,65.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,1.0,321.0,921.0,321.0,,
28,211,50,45.0,41.0,98.0,46.0,121.0,45.0,41.0,46.0,121.0,50.0,50.0,50.0,145.0,64.0,56.0,28.0,32.0,31.0,31.0,128.0,211.0,121.0,,
29,315,30,12.0,24.0,3.0,30.0,30.0,219.0,30.0,66.0,30.0,36.0,30.0,66.0,75.0,15.0,12.0,30.0,30.0,30.0,3.0,,,,,
30,70,70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
31,588,588,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,342.0,,588.0,546.0
32,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
33,117,117,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,33.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,131.0
34,279,279,279.0,279.0,279.0,279.0,873.0,279.0,279.0,1431.0,279.0,279.0,279.0,279.0,2304.0,279.0,279.0,279.0,279.0,999.0,279.0,279.0,279.0,279.0,279.0,279.0
35,504,504,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0
36,821,271,271.0,271.0,271.0,271.0,239.0,41.0,41.0,271.0,316.0,271.0,271.0,821.0,821.0,247.0,701.0,11596.0,271.0,41.0,41.0,239.0,821.0,12.0,,
37,77,77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,46.0,46.0,77.0,46.0,46.0,77.0,77.0,77.0,829.0,829.0,77.0,77.0
38,62,62,62.0,62.0,62.0,64.0,62.0,62.0,62.0,62.0,62.0,62.0,50.0,62.0,62.0,62.0,11.0,41.0,28.0,62.0,14.0,,,,,
39,81,65,83.0,69.0,59.0,67.0,56.0,83.0,98.0,65.0,68.0,59.0,87.0,37.0,100.0,65.0,96.0,68.0,25.0,70.0,51.0,65.0,69.0,2817.0,72.0,
40,259,23,172.0,259.0,23.0,23.0,36.0,4.0,4423.0,903.0,,615.0,4423.0,41.0,,,,,,,,,,,,
41,510,510,510.0,341.0,510.0,510.0,1017.0,510.0,510.0,1017.0,510.0,510.0,510.0,510.0,3045.0,4584.0,510.0,1017.0,510.0,510.0,510.0,510.0,510.0,510.0,1524.0,603.0
42,204,179,,,,,,129.0,,79.0,179.0,,,,,179.0,,54.0,,,,,,,,
43,60,107,349.0,47.0,107.0,83.0,49.0,61.0,104.0,93.0,74.0,67.0,107.0,55.0,50.0,86.0,118.0,62.0,63.0,,,,,,,
44,735,147,729.0,147.0,147.0,147.0,147.0,163.0,575.0,147.0,683.0,415.0,209.0,751.0,147.0,147.0,147.0,147.0,147.0,747.0,489.0,49.0,47.0,73.0,,
45,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,444.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
46,49,49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
47,82,126,192.0,176.0,216.0,168.0,168.0,72.0,126.0,120.0,28.0,256.0,82.0,82.0,16.0,44.0,76.0,13.0,126.0,24.0,144.0,68.0,78.0,16.0,68.0,
48,106,106,106.0,106.0,106.0,106.0,106.0,5965.0,106.0,106.0,359.0,106.0,106.0,106.0,106.0,70.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,
49,336,336,336.0,324.0,330.0,336.0,324.0,336.0,540.0,240.0,360.0,360.0,336.0,340.0,360.0,336.0,360.0,336.0,360.0,336.0,332.0,216.0,336.0,360.0,604.0,336.0
50,293,293,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,73.0,293.0,293.0,57.0,293.0,
51,237,60671,60671.0,237.0,237.0,237.0,237.0,60671.0,60671.0,237.0,60671.0,237.0,60671.0,60671.0,60671.0,60671.0,237.0,60671.0,60671.0,60671.0,60671.0,237.0,60671.0,60671.0,60671.0,237.0
52,610,610,330.0,446.0,116.0,446.0,169.0,406.0,420.0,776.0,333.0,400.0,610.0,335.0,601.0,167.0,46.0,456.0,610.0,169.0,797.0,398.0,,,,
53,149,149,150.0,150.0,149.0,159.0,149.0,149.0,149.0,153.0,149.0,150.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,159.0,149.0,159.0
54,907,907,414.0,907.0,907.0,907.0,907.0,907.0,942.0,22.0,907.0,623.0,930.0,936.0,816.0,921.0,620.0,944.0,907.0,414.0,27.0,616.0,50.0,544.0,930.0,113.0
55,113,113,113.0,113.0,113.0,113.0,113.0,113.0,113.0,394.0,112.0,113.0,225.0,113.0,113.0,394.0,113.0,113.0,113.0,12.0,113.0,113.0,113.0,113.0,113.0,225.0
56,19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,55.0,172.0,372.0,718.0,,,
57,248,3,629.0,997.0,776.0,551.0,501.0,513.0,3.0,36.0,936.0,356.0,36.0,3.0,,,,,,,,,,,,
58,104,104,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,100.0,100.0,,
59,240,188,188.0,188.0,294.0,281.0,188.0,188.0,281.0,238.0,188.0,188.0,188.0,188.0,268.0,352.0,188.0,281.0,188.0,188.0,188.0,216.0,,,,
