id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
18,33,33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
19,80,80,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,160.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,
20,55,55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,12.0
21,699,699,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,629.0,699.0,699.0,896.0,629.0,699.0,699.0,699.0,629.0,629.0,629.0
22,127,7,121.0,127.0,127.0,,7.0,47.0,121.0,40.0,13.0,7.0,13.0,13.0,19.0,55.0,7.0,113.0,289.0,7.0,,,,7.0,0.0,5.0
23,902,2,1022.0,32400.0,10.0,2.0,32.0,2.0,1022.0,252.0,1023.0,62.0,1022.0,1024.0,142.0,1024.0,62.0,4096.0,1922.0,59049.0,1922.0,2.0,453.0,54528.0,256.0,59048.0
24,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,429.0,460.0,468.0,468.0,468.0,468.0,520.0,429.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
25,601,601,601.0,601.0,401.0,601.0,601.0,601.0,601.0,401.0,601.0,601.0,403.0,601.0,601.0,601.0,601.0,13.0,601.0,601.0,403.0,6.0,601.0,601.0,601.0,7.0
26,23,23,23.0,23.0,23.0,23.0,19.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,19.0,23.0,23.0,5.0,,43.0
27,321,321,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,809.0
28,211,211,211.0,211.0,211.0,211.0,32.0,121.0,211.0,211.0,211.0,211.0,211.0,211.0,121.0,211.0,361.0,121.0,211.0,,,,,,,
29,315,12,9.0,27.0,9.0,12.0,28.0,12.0,12.0,9.0,6.0,36.0,15.0,108.0,9.0,144.0,18.0,12.0,6.0,36.0,12.0,144.0,6.0,144.0,30.0,510.0
30,70,70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
31,588,588,588.0,588.0,548.0,588.0,588.0,588.0,588.0,588.0,588.0,300.0,588.0,300.0,,588.0,588.0,588.0,588.0,588.0,300.0,588.0,456.0,300.0,768.0,636.0
32,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
33,117,117,117.0,117.0,117.0,117.0,117.0,33.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0
34,279,279,1929.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,567.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,1863.0,279.0,6039.0
35,504,504,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0
36,821,12,12.0,12.0,41.0,1.0,239.0,271.0,12.0,247.0,239.0,37.0,271.0,12.0,271.0,35.0,271.0,1.0,1.0,239.0,12.0,12.0,12.0,239.0,239.0,16.0
37,77,77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,59.0,317.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,17.0,77.0
38,62,62,62.0,62.0,62.0,62.0,62.0,62.0,50.0,62.0,62.0,98.0,62.0,50.0,,,,,,,,,46.0,50.0,,
39,81,114,38.0,84.0,44.0,68.0,78.0,114.0,47.0,76.0,83.0,114.0,96.0,62.0,81.0,114.0,42.0,88.0,114.0,41.0,59.0,92.0,64.0,140.0,50.0,66.0
40,259,343,23.0,22.0,259.0,343.0,343.0,23.0,343.0,0.0,22.0,35.0,343.0,,0.0,261.0,3740.0,,0.0,,,,,,,
41,510,510,5.0,510.0,510.0,64.0,1017.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,284.0,172.0,40.0,508.0,848.0,378.0,508.0,129.0,
42,204,129,129.0,129.0,148.0,,,,,,,,,,79.0,,129.0,129.0,,,79.0,,,,,154.0
43,60,93,47.0,47.0,121.0,93.0,69.0,47.0,53.0,63.0,59.0,93.0,97.0,76.0,107.0,93.0,83.0,49.0,159.0,63.0,86.0,97.0,73.0,,,
44,735,147,683.0,683.0,683.0,147.0,649.0,683.0,147.0,469.0,147.0,683.0,147.0,147.0,747.0,49.0,147.0,147.0,147.0,759.0,49.0,147.0,147.0,147.0,147.0,163.0
45,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
46,49,49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
47,82,82,80.0,82.0,6.0,50.0,50.0,82.0,82.0,78.0,82.0,66.0,6.0,6.0,66.0,82.0,48.0,6.0,84.0,6.0,12.0,1.0,100.0,6.0,82.0,
48,106,106,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,199.0,106.0,106.0,106.0,106.0,106.0,161.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
49,336,360,120.0,360.0,360.0,264.0,360.0,336.0,336.0,336.0,120.0,252.0,288.0,329.0,333.0,360.0,432.0,336.0,168.0,348.0,336.0,144.0,180.0,360.0,,
50,293,293,293.0,293.0,293.0,73.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,73.0,293.0,293.0,293.0,73.0,,,,,,
51,237,60671,237.0,237.0,60671.0,237.0,237.0,237.0,60671.0,60671.0,60670.0,40959.0,237.0,237.0,60671.0,60670.0,60670.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,59903.0
52,610,600,600.0,600.0,600.0,200.0,600.0,600.0,600.0,600.0,600.0,800.0,610.0,800.0,600.0,220.0,400.0,720.0,610.0,532.0,990.0,600.0,600.0,454.0,910.0,
53,149,150,149.0,150.0,150.0,150.0,149.0,145.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,149.0,150.0,150.0,149.0,149.0,149.0,149.0,149.0,149.0,150.0,149.0
54,907,907,325.0,381.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,50.0,381.0,857.0,907.0,907.0,907.0,381.0,375.0,907.0,357.0,907.0,504.0,984.0,,
55,113,1,1.0,1.0,1.0,1.0,873074.0,271107.0,1746147.0,4288.0,4.0,6.0,12.0,6.0,1746147.0,1.0,23169.0,738.0,1.0,1.0,271107.0,1264695645150.0,1.0,95.0,74.0,4208.0
56,19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,143.0,1025.0,734.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,649.0,,,,
57,248,724,208.0,724.0,724.0,108.0,724.0,516.0,667.0,208.0,832.0,3.0,,,,,,,,,,,,,,
58,104,104,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,123.0,104.0,104.0,104.0,98.0,104.0,98.0,104.0,196.0,196.0,98.0,104.0,98.0
59,240,296,296.0,268.0,244.0,296.0,254.0,312.0,,294.0,188.0,254.0,244.0,294.0,260.0,174.0,188.0,280.0,160.0,168.0,268.0,,,,,
