id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
12,110,155,110.0,155.0,155.0,110.0,155.0,14.0,29.0,14.0,73.0,68.0,1681.0,,,,,,,,,,,,43.0,155.0
13,104,5,104.0,5.0,10.0,2056.0,49.0,111.0,83.0,7.0,25.0,1646.0,302.0,12800.0,702.0,48.0,4065.0,2.0,5.0,39.0,105.0,,12.0,,,
14,721,721,721.0,721.0,721.0,281.0,721.0,721.0,721.0,673.0,721.0,721.0,29.0,29.0,3043.0,10.0,31.0,3.0,375.0,,88.0,31.0,9.0,73.0,27.0,106.0
15,73,73,,73.0,73.0,73.0,219.0,73.0,687.0,453.0,229.0,93.0,73.0,213.0,90.0,10.0,437.0,,3.0,234.0,220.0,73.0,100.0,0.0,462.0,234.0
16,236,212,,,200.0,212.0,220.0,246.0,254.0,224.0,212.0,,242.0,306.0,276.0,201.0,246.0,236.0,298.0,238.0,236.0,182.0,300.0,,,
17,45,0,1000.0,1000.0,45.0,45.0,16.0,0.0,0.0,0.0,55.0,0.0,1.0,0.0,0.0,10.0,64.0,45.0,0.0,9.0,4.0,0.0,8.0,900.0,97024.0,3.0
18,33,33,23.0,33.0,25.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
19,80,100,340.0,40.0,20.0,40.0,100.0,120.0,20.0,100.0,370.0,100.0,100.0,100.0,200.0,80.0,40.0,120.0,740.0,200.0,240.0,20.0,180.0,10.0,200.0,300.0
20,55,55,55.0,52.0,55.0,55.0,49.0,51.0,53.0,55.0,51.0,47.0,55.0,78.0,22.0,39.0,56.0,63.0,1024.0,58.0,54.0,66.0,55.0,12.0,,
21,699,629,629.0,1175.0,6672.0,629.0,17.0,4.0,8181.0,8000.0,4056.0,,,,,,,7743.0,,,,,,,,
22,127,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,61.0,4.0,155.0,169.0,3.0,4.0,13.0,85.0,36.0,,
23,902,2,2.0,16.0,0.0,2.0,62.0,32.0,2.0,,,32825.0,2880.0,59049.0,240.0,3840.0,52562.0,2.0,2.0,1022.0,32.0,1024.0,32.0,0.0,1022.0,
24,468,156,936.0,468.0,2028.0,30.0,156.0,,240.0,138.0,694.0,676.0,780.0,144.0,156.0,72.0,,48.0,20.0,480.0,2002.0,39.0,240.0,,104.0,
25,601,1,3024.0,180.0,1.0,6.0,1.0,61.0,7.0,10.0,7.0,13.0,107.0,6.0,1.0,1.0,6.0,0.0,4.0,10.0,,,,,,
26,23,5,10.0,5.0,7.0,19.0,3.0,13.0,7.0,5.0,764.0,5.0,14.0,708.0,2.0,104.0,,27.0,67.0,,6.0,4.0,,,10.0,
27,321,321,65.0,321.0,321.0,321.0,65.0,321.0,321.0,321.0,321.0,321.0,321.0,65.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,2.0,226.0,321.0,
28,211,12,12.0,210.0,13.0,21.0,12.0,1024.0,16.0,11.0,25.0,16.0,11.0,143.0,211.0,73.0,12.0,22.0,,,,,25.0,,,
29,315,3,3.0,6.0,3.0,15.0,12.0,15.0,15.0,15.0,72.0,6.0,30.0,3.0,6.0,360.0,3.0,3.0,3.0,45.0,42.0,30.0,12.0,6.0,3.0,36.0
30,70,70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,79.0,70.0,70.0,,70.0,,70.0,70.0,70.0,70.0,70.0,70.0,70.0,49.0,49.0,21.0,7.0
31,588,504,896.0,36.0,852.0,1274.0,804.0,784.0,1440.0,252.0,544.0,504.0,,1536.0,1792.0,2448.0,432.0,504.0,324.0,168.0,3024.0,88.0,540.0,362.0,2280.0,636.0
32,16,16,16.0,16.0,470.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,882.0,16.0,16.0,16.0,16.0,16.0,756.0,16.0,16.0,16.0,18.0,806.0
33,117,117,117.0,117.0,117.0,117.0,33.0,117.0,117.0,117.0,117.0,125.0,117.0,117.0,301.0,46.0,117.0,35.0,117.0,117.0,167.0,117.0,117.0,167.0,67.0,401.0
34,279,-2025,2583.0,2583.0,18135.0,279.0,-2025.0,279.0,1997.0,2583.0,-2025.0,1431.0,2583.0,1431.0,2583.0,-2025.0,7191.0,855.0,7191.0,-2025.0,711.0,-2025.0,-2025.0,855.0,2025.0,-1833.0
35,504,504,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,2160.0,504.0,504.0,504.0,504.0,552.0,36.0,2286.0,288.0
36,821,12,12.0,12.0,12.0,1.0,12.0,12.0,13.0,61.0,76.0,7.0,1.0,1.0,397.0,12.0,1.0,1.0,10.0,12.0,7.0,7.0,,3.0,,12.0
37,77,77,77.0,77.0,157.0,77.0,77.0,77.0,77.0,77.0,17.0,,896.0,656.0,85.0,46.0,17.0,89.0,8.0,8.0,85.0,-265.0,35.0,9020.0,1119.0,-2.0
38,62,62,62.0,62.0,62.0,62.0,62.0,62.0,6.0,6.0,8.0,62.0,0.0,14.0,1004.0,-2.0,19.0,2.0,30.0,,,,,,,
39,81,38,99.0,108.0,20.0,101.0,45.0,61.0,90.0,,99.0,52.0,42.0,38.0,38.0,23.0,129.0,114.0,15.0,,109.0,38.0,2100.0,0.0,2310.0,30.0
40,259,2,2.0,2.0,2.0,69.0,0.0,2.0,1.0,6.0,2.0,69.0,8.0,2.0,342.0,,35.0,53.0,2.0,1.0,51.0,,20.0,,2020.0,4.0
41,510,8,8.0,1015.0,20.0,15625.0,65.0,538.0,175.0,8.0,28.0,25.0,,19.0,128.0,227.0,3.0,51.0,80.0,61011.0,52.0,101.0,261.0,78.0,325.0,1027.0
42,204,126,326.0,123.0,226.0,126.0,126.0,239.0,326.0,126.0,125.0,12951.0,301.0,326.0,119.0,326.0,126.0,101.0,602.0,126.0,352.0,326.0,101.0,126.0,28.0,226.0
43,60,54,102.0,101.0,57.0,85.0,124.0,55.0,19.0,144.0,54.0,43.0,30.0,67.0,84.0,18.0,79.0,57.0,42.0,54.0,91.0,37.0,76.0,271.0,107.0,63.0
44,735,147,147.0,147.0,561.0,489.0,1.0,81.0,147.0,243.0,972.0,147.0,187.0,824.0,443.0,187.0,203.0,458.0,147.0,683.0,1.0,441.0,683.0,0.0,147.0,869.0
45,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,,1068.0,260.0,0.0,22.0
46,49,49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,12.0,49.0,12.0,49.0
47,82,2,90.0,8.0,2.0,9.0,16.0,90.0,2.0,2.0,24.0,6.0,81.0,8.0,64.0,24.0,6.0,384.0,8.0,2.0,36.0,6.0,2010.0,96.0,2.0,
48,106,106,106.0,529.0,993.0,106.0,106.0,106.0,529.0,1001.0,106.0,993.0,44.0,2977.0,106.0,993.0,106.0,44.0,70.0,44.0,993.0,1489.0,2021.0,158.0,529.0,109.0
49,336,240,360.0,180.0,516.0,180.0,240.0,840.0,96.0,240.0,180.0,360.0,360.0,,156.0,240.0,336.0,360.0,72.0,,288.0,,240.0,72.0,,
50,293,145,73.0,293.0,29.0,24.0,5.0,293.0,33.0,16.0,145.0,181.0,289.0,77.0,145.0,25.0,84.0,37.0,28.0,203.0,95.0,10800.0,193.0,162.0,62.0,17.0
51,237,5,5.0,233.0,237.0,6127.0,15.0,279.0,237.0,5.0,159.0,1009.0,365.0,53.0,473.0,473.0,139.0,5.0,821.0,16395.0,7.0,14.0,32782.0,16399.0,11.0,23319.0
52,610,1000,966.0,200.0,840.0,840.0,1000.0,560.0,575.0,30.0,873.0,199.0,920.0,200.0,999.0,100.0,79.0,40.0,100.0,400.0,148.0,800.0,1000.0,25.0,16.0,
53,149,160,38.0,76.0,130.0,150.0,160.0,170.0,188.0,135.0,30.0,152.0,260.0,20.0,210.0,300.0,19.0,164.0,150.0,15.0,187.0,160.0,160.0,47.0,89.0,16.0
54,907,9,9.0,584.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,584.0,9.0,867.0,9.0,9.0,584.0,9.0,9.0,9.0,9.0,9.0
55,113,12,12.0,12.0,11.0,6.0,7.0,,12.0,22.0,10416.0,12.0,2104.0,11.0,6.0,2.0,1.0,,,12.0,,7.0,24.0,22528.0,4.0,
56,19,20,24.0,20.0,21.0,32.0,16.0,32.0,21.0,31.0,38.0,,21.0,12.0,10.0,,20.0,26.0,11.0,20.0,10.0,,2013.0,1.0,,
57,248,3,465.0,486.0,531.0,5.0,431.0,208.0,316.0,3.0,3.0,4.0,3.0,95626.0,1.0,559872.0,36.0,577003.0,,,,,,,,
58,104,14,49.0,98.0,12.0,98.0,14.0,108.0,28.0,49.0,14.0,14.0,14.0,98.0,38.0,21.0,,34.0,,24.0,98.0,120.0,120.0,392.0,24.0,72.0
59,240,188,188.0,188.0,188.0,18.0,188.0,188.0,,98.0,162.0,188.0,9.0,188.0,90.0,139344.0,10.0,431.0,172.0,-4.0,214.0,72.0,126.0,,,
