id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
23,902,1022,1024.0,1024.0,36.0,16.0,59048.0,900.0,1024.0,1022.0,961.0,2.0,62.0,1022.0,2.0,900.0,1023.0,1022.0,59048.0,1022.0,226.0,1922.0,902.0,2.0,1022.0,2.0
24,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,429.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
25,601,601,201.0,401.0,7.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,601.0,401.0,601.0,601.0,601.0,601.0,401.0,601.0,12.0,601.0,601.0,601.0,601.0,603.0
26,23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,19.0,23.0,23.0,23.0,23.0,5.0,23.0,23.0,23.0,19.0,23.0,
27,321,321,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,809.0
28,211,211,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,225.0,2521.0,211.0,40.0,241.0,121.0,211.0,121.0,121.0,,,,,,,
29,315,12,1194.0,12.0,24.0,6.0,30.0,14.0,36.0,9.0,117.0,15.0,18.0,12.0,36.0,12.0,9.0,12.0,144.0,39.0,24.0,9.0,360.0,3.0,12.0,12.0
30,70,70,49.0,70.0,49.0,159.0,70.0,70.0,70.0,70.0,49.0,70.0,70.0,84.0,0.0,70.0,70.0,70.0,91.0,70.0,70.0,49.0,70.0,70.0,70.0,91.0
31,588,588,588.0,588.0,588.0,588.0,588.0,588.0,588.0,228.0,588.0,548.0,924.0,588.0,240.0,588.0,588.0,48.0,720.0,588.0,,504.0,588.0,588.0,528.0,372.0
32,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
33,117,117,65.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0
34,279,279,279.0,279.0,279.0,423.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,9.0,-9.0,153.0,279.0
35,504,504,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0
36,821,239,47.0,239.0,12.0,12.0,239.0,17.0,239.0,821.0,271.0,271.0,41.0,271.0,107.0,247.0,239.0,41.0,16.0,41.0,12.0,29.0,247.0,12.0,271.0,239.0
37,77,77,77.0,77.0,77.0,77.0,77.0,63.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,317.0,77.0,77.0,77.0,77.0,77.0,911.0,8.0,46.0,8.0,46.0
38,62,62,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,50.0,50.0,44.0,50.0,62.0,50.0,50.0,50.0,50.0,,,,,,,
39,81,114,65.0,44.0,95.0,76.0,95.0,42.0,95.0,62.0,62.0,69.0,54.0,114.0,96.0,66.0,78.0,114.0,46.0,122.0,83.0,114.0,114.0,69.0,59.0,69.0
40,259,259,23.0,22.0,259.0,259.0,0.0,615.0,275.0,3717.0,343.0,3655.0,23.0,,,,,,,,,,,,,
41,510,510,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,1017.0,1016.0,172.0,803.0,52.0,172.0,1017.0,,
42,204,79,67.0,,79.0,,129.0,79.0,79.0,,,,69.0,121.0,,,,104.0,,,,,223.0,106.0,,
43,60,63,59.0,63.0,47.0,89.0,34.0,37.0,62.0,93.0,69.0,100.0,73.0,47.0,77.0,23.0,63.0,79.0,78.0,77.0,49.0,90.0,42.0,50.0,81.0,
44,735,147,147.0,147.0,147.0,561.0,147.0,147.0,147.0,147.0,147.0,147.0,310.0,147.0,684.0,147.0,147.0,147.0,683.0,147.0,147.0,683.0,683.0,147.0,147.0,537.0
45,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
46,49,49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
47,82,6,82.0,90.0,6.0,90.0,49.0,82.0,66.0,114.0,42.0,82.0,16.0,86.0,82.0,100.0,6.0,6.0,82.0,134.0,6.0,6.0,6.0,18.0,60.0,
48,106,106,70.0,70.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
49,336,180,180.0,336.0,180.0,180.0,180.0,252.0,342.0,324.0,336.0,180.0,396.0,336.0,180.0,233.0,360.0,360.0,180.0,345.0,364.0,336.0,360.0,336.0,360.0,
50,293,293,293.0,293.0,2921.0,293.0,293.0,293.0,293.0,73.0,73.0,293.0,5849.0,293.0,73.0,61.0,433.0,56.0,2921.0,,,,149.0,72.0,,
51,237,60671,60671.0,237.0,5.0,60671.0,60671.0,417.0,237.0,237.0,60671.0,237.0,60671.0,60671.0,237.0,237.0,60671.0,237.0,60671.0,60671.0,60671.0,62399.0,60671.0,60671.0,60671.0,60671.0
52,610,610,600.0,610.0,600.0,600.0,425.0,600.0,610.0,610.0,610.0,419.0,415.0,601.0,610.0,610.0,605.0,610.0,605.0,610.0,640.0,571.0,600.0,600.0,900.0,610.0
53,149,150,150.0,150.0,150.0,150.0,159.0,150.0,150.0,149.0,150.0,149.0,160.0,150.0,149.0,149.0,159.0,150.0,149.0,150.0,149.0,149.0,149.0,139.0,149.0,149.0
54,907,907,907.0,907.0,907.0,907.0,845.0,325.0,676.0,907.0,907.0,907.0,907.0,774.0,907.0,989.0,907.0,907.0,907.0,118.0,907.0,907.0,109.0,965.0,414.0,947.0
55,113,1,1.0,1.0,16.0,1.0,5.0,12.0,113.0,21.0,6.0,11.0,8.0,12.0,12.0,6.0,394.0,21.0,1.0,21.0,113.0,11585.0,23.0,1.0,1.0,
56,19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,143.0,19.0,163.0,19.0,19.0,19.0,19.0,19.0,19.0,39.0,718.0,39.0,19.0,67.0,,,
57,248,208,208.0,574.0,3.0,208.0,36.0,208.0,424.0,3.0,3.0,208.0,208.0,3.0,99.0,,,,,3.0,,624.0,,,,
58,104,104,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,100.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,,
59,240,188,188.0,188.0,216.0,188.0,188.0,244.0,188.0,322.0,294.0,188.0,188.0,188.0,188.0,232.0,244.0,188.0,222.0,188.0,214.0,188.0,168.0,,,
