id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
27,321,321,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,338.0,321.0,321.0,321.0,2.0,0.0,935.0,1.0,65.0,96.0
28,211,211,211.0,211.0,31.0,211.0,243.0,7.0,16.0,,,,,,,,,,,,,,,13.0,,
29,315,3,15.0,3.0,6.0,9.0,48.0,6.0,11.0,3.0,12.0,12.0,3.0,12.0,3.0,6.0,6.0,3.0,30.0,24.0,66.0,6.0,36.0,3.0,12.0,12.0
30,70,70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,49.0,49.0
31,588,588,852.0,588.0,588.0,588.0,84.0,1274.0,588.0,588.0,420.0,216.0,588.0,588.0,,540.0,336.0,768.0,108.0,588.0,588.0,288.0,,576.0,960.0,288.0
32,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,856.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
33,117,117,117.0,117.0,117.0,33.0,117.0,117.0,117.0,167.0,117.0,117.0,117.0,117.0,34.0,117.0,117.0,117.0,117.0,101.0,117.0,117.0,101.0,118.0,133.0,117.0
34,279,2583,855.0,2583.0,2583.0,2583.0,279.0,2583.0,135.0,1143.0,-2025.0,2583.0,-2007.0,16407.0,-2025.0,1287.0,279.0,-1449.0,1929.0,-1413.0,873.0,-2025.0,1305.0,279.0,0.0,-2025.0
35,504,504,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,558.0,504.0,504.0,450.0
36,821,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,1.0,12.0,17.0,12.0,1.0,11.0,0.0,12.0,2.0,12.0,8.0,16.0,,,,
37,77,77,73.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,59.0,77.0,77.0,77.0,77.0,37.0,91.0,8.0,70.0,77.0,193.0,8.0,19.0,,-91.0
38,62,38,62.0,84.0,140.0,49.0,24.0,1111.0,38.0,,,,,,,,,,,,,,,,,
39,81,0,228.0,114.0,69.0,0.0,,27.0,7.0,21.0,21.0,107.0,17.0,23.0,108.0,,,0.0,38.0,3.0,216.0,187.0,108.0,1755.0,,
40,259,2,2.0,2.0,0.0,2.0,37.0,887.0,0.0,2.0,434.0,44.0,0.0,136.0,71.0,0.0,206.0,,,,,72.0,,,,
41,510,28,1017.0,53.0,977.0,758.0,181.0,16.0,1882.0,44.0,508.0,28.0,26.0,562508.0,170.0,253.0,1877.0,11.0,51.0,24.0,42.0,1522.0,507.0,28.0,720.0,19.0
42,204,126,126.0,126.0,225.0,104.0,129.0,126.0,226.0,129.0,126.0,129.0,129.0,101.0,126.0,126.0,126.0,126.0,181.0,126.0,74.0,,102.0,127.0,,
43,60,49,75.0,444.0,59.0,101.0,49.0,367.0,55.0,100.0,105.0,765.0,34.0,42.0,30.0,109.0,56.0,24.0,108.0,43.0,94.0,,,,,
44,735,147,561.0,969.0,683.0,81.0,176.0,147.0,147.0,147.0,147.0,147.0,136.0,969.0,832.0,969.0,827.0,147.0,147.0,969.0,683.0,36.0,203.0,944.0,683.0,177147.0
45,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,108.0
46,49,49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,48.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
47,82,6,12.0,96.0,96.0,96.0,6.0,6.0,90.0,6.0,6.0,96.0,6.0,6.0,16.0,24.0,6.0,16.0,512.0,96.0,2.0,6.0,6.0,90.0,9.0,
48,106,106,106.0,106.0,26.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,993.0,106.0,106.0,106.0,993.0,104.0,200.0,1008.0,28.0,158.0
49,336,180,624.0,212.0,,,240.0,450.0,180.0,168.0,180.0,279.0,1.0,210.0,180.0,,,360.0,,360.0,120.0,,,9.0,,
50,293,73,1469.0,2921.0,293.0,293.0,293.0,73.0,41.0,73.0,73.0,,,,,,,,,,,,73.0,,17.0,
51,237,60671,237.0,60671.0,237.0,5.0,225.0,473.0,60671.0,8265.0,279.0,7553.0,1021.0,225.0,473.0,233.0,48127.0,60671.0,513.0,708.0,6687.0,247.0,49150.0,3.0,65503.0,
52,610,439,200.0,800.0,24.0,600.0,220.0,320.0,649.0,400.0,98.0,50.0,921.0,967.0,26.0,22.0,439.0,1.0,198.0,826.0,360.0,,,,,
53,149,140,157.0,139.0,140.0,44.0,159.0,159.0,140.0,140.0,38.0,158.0,89.0,150.0,160.0,140.0,137.0,129.0,280.0,150.0,36.0,41.0,140.0,34.0,29.0,
54,907,9,880.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,584.0,584.0,9.0,9.0,9.0,584.0,9.0,9.0,9.0,9.0,44.0,67.0,92.0,9.0
55,113,6,4.0,1.0,12.0,1.0,2.0,6.0,1.0,12.0,6.0,12.0,21650.0,6.0,2.0,2232.0,8237.0,56.0,6.0,2090.0,2.0,201897906.0,10651.0,24.0,12.0,316343304232.0
56,19,10,24.0,132.0,23.0,66.0,292.0,10.0,40.0,36.0,22.0,119.0,34.0,10.0,510.0,20.0,5.0,23.0,2001.0,,,,,,,8.0
57,248,36,208.0,392.0,36.0,232.0,36.0,634.0,3.0,894.0,36.0,208.0,36.0,36.0,3.0,500.0,333.0,493.0,3.0,0.0,,,,,,
58,104,84,343.0,49.0,4.0,21.0,336.0,49.0,106.0,98.0,7.0,95.0,264.0,98.0,84.0,38.0,84.0,76.0,84.0,42.0,70.0,,,,7.0,
59,240,188,188.0,188.0,190.0,198.0,188.0,0.0,116.0,192.0,260.0,198.0,188.0,188.0,85.0,170.0,190.0,,189.0,192.0,,,,,,
