id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
24,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,78.0,156.0,624.0,2392.0,360.0,240.0,240.0,312.0,60.0,
25,601,601,603.0,401.0,601.0,7.0,401.0,601.0,6.0,7.0,601.0,603.0,601.0,601.0,6.0,603.0,601.0,1.0,601.0,16.0,0.0,,,,601.0,
26,23,23,23.0,23.0,23.0,23.0,23.0,23.0,19.0,23.0,131.0,23.0,23.0,23.0,23.0,23.0,23.0,19.0,19.0,5.0,23.0,31.0,9.0,5.0,2.0,
27,321,321,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,113.0,321.0,321.0,321.0,321.0,321.0,321.0,97.0
28,211,211,211.0,211.0,211.0,211.0,211.0,16.0,106.0,211.0,211.0,61.0,211.0,61.0,130.0,56.0,211.0,25.0,43.0,10.0,105.0,211.0,211.0,,,211.0
29,315,54,132.0,42.0,360.0,54.0,54.0,144.0,180.0,54.0,54.0,54.0,54.0,3.0,36.0,54.0,55.0,54.0,144.0,36.0,18.0,54.0,54.0,357.0,,54.0
30,70,70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,858.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,2017.0,70.0
31,588,588,168.0,588.0,588.0,588.0,1008.0,588.0,588.0,588.0,588.0,588.0,300.0,588.0,300.0,300.0,840.0,168.0,588.0,300.0,588.0,876.0,588.0,300.0,504.0,228.0
32,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,206.0,16.0
33,117,117,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0
34,279,279,2025.0,279.0,279.0,2025.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,2304.0,711.0,279.0,279.0,279.0,279.0,873.0,38016.0,1431.0,38016.0,0.0,7191.0
35,504,504,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0
36,821,16,16.0,16.0,701.0,271.0,41.0,17.0,1853.0,0.0,8231.0,271.0,16.0,311.0,41.0,232.0,1.0,12.0,12.0,0.0,,89.0,1.0,3.0,84.0,21.0
37,77,77,77.0,77.0,77.0,317.0,317.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,46.0,77.0,77.0,46.0
38,62,62,62.0,62.0,62.0,48.0,50.0,8.0,63.0,40.0,,,,12.0,,2358.0,,,,8.0,,,,,,
39,81,17,122.0,117.0,93.0,,218.0,21.0,58.0,36.0,114.0,39.0,28.0,48.0,17.0,17.0,51.0,40.0,,80.0,,17.0,7.0,,,
40,259,-857,562.0,345.0,,390.0,442.0,38.0,5.0,153.0,20.0,35.0,18567.0,0.0,-857.0,,75.0,4829.0,37.0,,631.0,69.0,531.0,,,
41,510,510,510.0,2.0,510.0,219.0,510.0,16.0,311.0,3045.0,350.0,163.0,42.0,7.0,510.0,1524.0,509.0,318.0,27.0,,1883.0,7056.0,,75.0,234.0,504.0
42,204,129,,129.0,89.0,145.0,652.0,129.0,,,112.0,,54.0,136.0,129.0,129.0,129.0,64.0,145.0,403.0,69.0,101.0,5050.0,181.0,158.0,256.0
43,60,87,69.0,72.0,68.0,70.0,63.0,63.0,69.0,507.0,78.0,83.0,113.0,47.0,206.0,49.0,63.0,87.0,87.0,49.0,67.0,72.0,73.0,,87.0,74.0
44,735,147,683.0,683.0,147.0,147.0,683.0,683.0,441.0,147.0,147.0,147.0,707.0,441.0,9.0,287.0,147.0,147.0,0.0,96.0,147.0,513.0,76.0,683.0,12.0,238.0
45,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,366.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
46,49,49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
47,82,6,90.0,36.0,6.0,6.0,18.0,15.0,6.0,24.0,6.0,90.0,6.0,20.0,12.0,6.0,96.0,6.0,64.0,35.0,6.0,,,8.0,2.0,
48,106,106,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,925.0,106.0
49,336,360,528.0,360.0,360.0,180.0,360.0,240.0,420.0,360.0,360.0,312.0,342.0,768.0,360.0,360.0,768.0,90.0,360.0,408.0,312.0,360.0,240.0,288.0,240.0,
50,293,293,293.0,293.0,293.0,293.0,283.0,293.0,293.0,,293.0,288.0,,73.0,144.0,169.0,377.0,869.0,13.0,72.0,144.0,84.0,54.0,149.0,,
51,237,60671,279.0,60671.0,40959.0,40959.0,60671.0,60671.0,5.0,60671.0,60671.0,237.0,237.0,237.0,60671.0,237.0,60671.0,60671.0,59903.0,60671.0,60671.0,60671.0,237.0,60671.0,3.0,60947.0
52,610,600,600.0,760.0,1000.0,760.0,600.0,40.0,240.0,1.0,200.0,800.0,999.0,195.0,390.0,1200.0,0.0,800.0,600.0,53.0,80.0,6.0,0.0,200.0,880.0,
53,149,149,149.0,150.0,150.0,150.0,149.0,159.0,149.0,149.0,149.0,150.0,149.0,149.0,149.0,149.0,150.0,150.0,149.0,169.0,149.0,159.0,10.0,149.0,6.0,
54,907,907,9.0,907.0,50.0,907.0,45.0,907.0,953.0,25.0,907.0,907.0,90.0,907.0,16.0,311.0,907.0,492.0,7.0,700.0,325.0,171.0,162.0,2907.0,750.0,107.0
55,113,113,1.0,258.0,248832.0,14.0,12.0,21.0,225.0,113.0,4096.0,154.0,23.0,113.0,166.0,4096.0,1.0,245.0,48.0,2.0,12.0,4096.0,113.0,74.0,113.0,136.0
56,19,19,19.0,19.0,19.0,19.0,139.0,19.0,19.0,19.0,19.0,19.0,19.0,10.0,6.0,923.0,19.0,,15.0,689.0,709.0,,81.0,,,
57,248,3,3.0,3.0,4.0,2029.0,,,,,,,,,11.0,,,,,,,,,,,
58,104,104,104.0,104.0,104.0,104.0,104.0,104.0,104.0,98.0,84.0,84.0,15.0,56.0,84.0,84.0,117.0,28.0,273.0,392.0,42.0,,294.0,,,
59,240,188,188.0,188.0,188.0,188.0,105.0,170.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,237.0,188.0,1020.0,188.0,188.0,,220.0,188.0,,
