id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
21,699,699,699.0,699.0,629.0,699.0,629.0,699.0,699.0,629.0,699.0,699.0,699.0,6248.0,699.0,8122.0,629.0,629.0,156.0,6248.0,4965.0,112.0,24.0,150.0,5140.0,
22,127,7,7.0,7.0,7.0,,65.0,23.0,103.0,1.0,13.0,29.0,7.0,7.0,6203.0,39.0,11.0,,,,,,389.0,,27.0,
23,902,2,512.0,36.0,225.0,2.0,1024.0,2.0,512.0,1023.0,1024.0,2.0,3136.0,36.0,2.0,2.0,450.0,2.0,243.0,3.0,1024.0,225.0,2.0,256.0,1024.0,226.0
24,468,468,468.0,468.0,468.0,468.0,468.0,468.0,429.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,,,468.0,1872.0,468.0,,26.0
25,601,601,601.0,401.0,6.0,7.0,601.0,7.0,7.0,7.0,601.0,601.0,401.0,601.0,7.0,601.0,601.0,607.0,601.0,601.0,13.0,31.0,6.0,,,
26,23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,23.0,23.0,23.0,23.0,23.0,5.0,
27,321,321,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0
28,211,211,211.0,211.0,211.0,361.0,61.0,211.0,211.0,61.0,121.0,13.0,211.0,121.0,210.0,121.0,2521.0,211.0,12.0,,,,,,,
29,315,54,12.0,27.0,54.0,54.0,54.0,12.0,9.0,54.0,90.0,108.0,3.0,54.0,54.0,54.0,12.0,54.0,12.0,6.0,54.0,54.0,60.0,54.0,54.0,54.0
30,70,70,98.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,49.0,49.0,70.0,70.0,70.0,70.0,21.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
31,588,588,588.0,1274.0,240.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,300.0,588.0,588.0,300.0,588.0,300.0,588.0,540.0,300.0,300.0,624.0,588.0,1176.0,588.0
32,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
33,117,117,251.0,118.0,152.0,167.0,117.0,119.0,117.0,117.0,117.0,117.0,167.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,33.0
34,279,279,10935.0,441.0,279.0,9.0,135.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,1923.0,279.0,-2025.0,279.0,423.0,1161.0,279.0,279.0,135.0,0.0,87495.0,135.0
35,504,504,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0
36,821,1,12.0,12.0,1.0,271.0,1.0,1.0,1.0,87.0,1.0,,1.0,12.0,12.0,0.0,1.0,107.0,17.0,233.0,1.0,,1.0,13.0,247.0,
37,77,77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,76.0,4270.0,46.0,77.0
38,62,62,62.0,62.0,62.0,63.0,49.0,,,,,,81.0,,,,,,,,,,,,,
39,81,210,114.0,198.0,33.0,50.0,210.0,78.0,75.0,90.0,99.0,114.0,210.0,63.0,83.0,64.0,58.0,56.0,78.0,69.0,17.0,28.0,37.0,68040.0,37.0,
40,259,8875,23.0,,,559.0,19.0,4409.0,,8875.0,0.0,35.0,,,,,,,,,,,,,,
41,510,508,1027.0,508.0,1524.0,1015.0,510.0,1015.0,,170.0,510.0,508.0,508.0,507.0,1878.0,1225.0,,325.0,1263.0,28.0,509.0,169.0,1524.0,,,
42,204,129,129.0,129.0,,129.0,,,145.0,145.0,127.0,154.0,129.0,,380.0,,226.0,154.0,262.0,127.0,179.0,109.0,145.0,129.0,379.0,76.0
43,60,63,63.0,42.0,77.0,169.0,100.0,42.0,30.0,30.0,94.0,63.0,135.0,61.0,42.0,71.0,55.0,44.0,63.0,63.0,40.0,97.0,,,,
44,735,147,969.0,349.0,147.0,147.0,147.0,147.0,683.0,147.0,147.0,147.0,147.0,949.0,147.0,147.0,883.0,147.0,163.0,147.0,147.0,147.0,49.0,147.0,147.0,969.0
45,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
46,49,49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,105.0,13.0,49.0,49.0,49.0,49.0,41.0,49.0,49.0,49.0,12.0,49.0,4.0,49.0
47,82,6,18.0,36.0,90.0,6.0,40.0,6.0,256.0,100.0,6.0,256.0,2.0,6.0,6.0,36.0,9.0,6.0,82.0,1.0,8.0,18.0,6.0,7.0,97.0,128.0
48,106,106,9.0,49.0,995.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
49,336,360,360.0,333.0,288.0,510.0,360.0,588.0,768.0,768.0,240.0,,180.0,,,180.0,828.0,360.0,432.0,,,,406.0,,,
50,293,293,293.0,293.0,293.0,293.0,289.0,293.0,293.0,293.0,73.0,5281.0,73.0,756.0,24.0,5.0,72.0,100.0,72.0,,,,,,,
51,237,60671,279.0,60671.0,237.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,60671.0,473.0,40959.0,60671.0,237.0,279.0,60671.0,60671.0,237.0,60671.0,60671.0,60671.0,233.0,57342.0
52,610,600,920.0,600.0,600.0,961.0,200.0,800.0,880.0,78.0,610.0,640.0,600.0,600.0,24.0,400.0,262.0,6.0,600.0,610.0,78.0,35.0,,,,
53,149,149,130.0,169.0,149.0,150.0,150.0,149.0,88.0,159.0,149.0,149.0,89.0,150.0,149.0,150.0,149.0,160.0,149.0,150.0,149.0,150.0,159.0,89.0,289.0,150.0
54,907,907,9.0,907.0,907.0,907.0,907.0,907.0,907.0,806.0,907.0,907.0,907.0,732.0,907.0,516.0,381.0,38.0,666.0,907.0,647.0,687.0,26.0,378.0,357.0,29952.0
55,113,1,1.0,1.0,2.0,1.0,6.0,1.0,,5.0,11601.0,6.0,2.0,6.0,12.0,21.0,270.0,16.0,12.0,109.0,24.0,258.0,10.0,5.0,113.0,
56,19,19,19.0,19.0,19.0,143.0,19.0,,19.0,128.0,18.0,570.0,79.0,47.0,9.0,153.0,65.0,29.0,329.0,,,,,,51.0,
57,248,208,208.0,906.0,208.0,374.0,3.0,936.0,3.0,617.0,1000000.0,432.0,208.0,3784.0,2161.0,,,,,,,,,,,
58,104,104,104.0,104.0,104.0,104.0,55.0,104.0,104.0,104.0,42.0,98.0,208.0,168.0,98.0,,98.0,56.0,23.0,840.0,,,,,,
59,240,188,188.0,281.0,132.0,188.0,188.0,188.0,188.0,188.0,382.0,188.0,188.0,188.0,188.0,,,,,,,,,,,72.0
