id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
20,55,55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,58.0,
21,699,699,699.0,699.0,699.0,699.0,699.0,699.0,629.0,699.0,699.0,699.0,699.0,699.0,699.0,629.0,699.0,699.0,699.0,699.0,629.0,699.0,699.0,699.0,699.0,
22,127,7,127.0,55.0,7.0,7.0,127.0,7.0,127.0,11.0,7.0,,,,,,,,,,,,,,,
23,902,1022,225.0,1022.0,62.0,1022.0,2.0,1022.0,2.0,502.0,59049.0,2.0,2.0,1023.0,144.0,1022.0,0.0,2.0,35.0,32.0,33123.0,2500.0,252.0,12.0,1022.0,
24,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,429.0,468.0,468.0,468.0,468.0,468.0,468.0,312.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,
25,601,601,7.0,601.0,400.0,601.0,401.0,601.0,7.0,7.0,601.0,601.0,601.0,7.0,7.0,13.0,601.0,85.0,601.0,601.0,37.0,601.0,,,,
26,23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,5.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,
27,321,321,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,679.0,321.0,321.0,321.0,321.0,321.0,690.0
28,211,211,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,30.0,361.0,,,,,,,,,,
29,315,9,24.0,108.0,9702.0,9.0,90.0,11.0,15.0,22.0,1170.0,36.0,15.0,9.0,180.0,88.0,36.0,18.0,12.0,9.0,36.0,72.0,45540.0,27.0,54.0,
30,70,70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
31,588,588,588.0,588.0,588.0,588.0,588.0,728.0,588.0,588.0,588.0,588.0,588.0,828.0,588.0,588.0,588.0,588.0,588.0,588.0,240.0,588.0,588.0,120.0,552.0,72.0
32,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
33,117,117,18.0,134.0,1.0,33.0,170.0,118.0,117.0,117.0,33.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0
34,279,279,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,-2025.0,279.0,279.0,279.0,279.0,279.0,279.0,135.0,279.0,279.0,-153.0,279.0
35,504,504,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,2232.0,504.0
36,821,271,12.0,239.0,12.0,239.0,701.0,247.0,1.0,239.0,239.0,701.0,271.0,41.0,271.0,271.0,295.0,247.0,12.0,37.0,1.0,271.0,247.0,12.0,1.0,
37,77,77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,911.0,46.0,46.0,46.0,46.0,8.0
38,62,62,62.0,62.0,62.0,62.0,50.0,62.0,50.0,50.0,50.0,,,,,,,,,,,,,,,
39,81,96,42.0,65.0,81.0,80.0,80.0,69.0,96.0,114.0,53.0,42.0,76.0,83.0,90.0,58.0,96.0,84.0,76.0,85.0,81.0,114.0,54.0,,,
40,259,0,259.0,3893.0,259.0,0.0,3741.0,0.0,19.0,44.0,54.0,36.0,,,,,,,,,,,,,,
41,510,510,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,2031.0,510.0,510.0,1017.0,510.0,1017.0,1532.0,510.0,510.0,783.0,172.0,40.0,,
42,204,262,129.0,,,124.0,145.0,148.0,69.0,,,145.0,,262.0,,262.0,,104.0,67.0,128.0,,,,,,
43,60,47,47.0,49.0,107.0,43.0,97.0,47.0,30.0,63.0,108.0,105.0,63.0,47.0,123.0,60.0,81.0,50.0,56.0,,,,,,,
44,735,147,683.0,683.0,561.0,781.0,631.0,49.0,147.0,147.0,147.0,163.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,269.0,147.0,147.0,683.0,147.0,
45,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
46,49,49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
47,82,6,82.0,144.0,6.0,6.0,82.0,256.0,6.0,60.0,64.0,6.0,6.0,6.0,6.0,68.0,6.0,64.0,10.0,6.0,96.0,,,,,
48,106,106,106.0,106.0,106.0,106.0,106.0,146.0,70.0,106.0,106.0,106.0,106.0,106.0,993.0,106.0,106.0,106.0,106.0,106.0,106.0,215.0,106.0,106.0,106.0,106.0
49,336,180,343.0,339.0,336.0,336.0,360.0,444.0,336.0,252.0,300.0,347.0,180.0,306.0,360.0,246.0,180.0,180.0,336.0,522.0,360.0,180.0,360.0,180.0,,
50,293,293,5849.0,293.0,293.0,293.0,73.0,293.0,73.0,293.0,293.0,5849.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,221.0,49.0,,,,,
51,237,60671,60671.0,60671.0,237.0,237.0,60671.0,53247.0,60671.0,60671.0,237.0,237.0,60671.0,60671.0,60671.0,60671.0,237.0,60671.0,60671.0,60671.0,53247.0,52991.0,60671.0,60671.0,60671.0,237.0
52,610,610,600.0,610.0,400.0,600.0,610.0,624.0,532.0,600.0,600.0,600.0,610.0,610.0,600.0,610.0,610.0,610.0,600.0,600.0,610.0,600.0,624.0,610.0,,
53,149,150,150.0,160.0,150.0,159.0,159.0,150.0,150.0,150.0,149.0,149.0,149.0,149.0,150.0,155.0,140.0,149.0,150.0,150.0,150.0,159.0,149.0,159.0,159.0,149.0
54,907,907,907.0,907.0,907.0,907.0,907.0,907.0,381.0,907.0,947.0,907.0,907.0,907.0,907.0,907.0,907.0,893.0,924.0,907.0,284.0,907.0,947.0,,,
55,113,1,11585.0,1.0,1.0,11585.0,23169.0,94.0,1.0,11585.0,1.0,11585.0,6.0,113.0,21.0,6.0,2.0,21.0,6.0,21.0,1.0,28.0,1746147.0,23169.0,12.0,
56,19,19,19.0,19.0,19.0,19.0,2159.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,514.0,19.0,718.0,19.0,135.0,718.0,739.0,,,,,
57,248,208,608.0,3.0,208.0,936.0,724.0,208.0,,,,,,,,,,,,,,,,,,
58,104,104,104.0,103.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,112.0,196.0,144.0,104.0,140.0,,
59,240,188,188.0,428.0,214.0,296.0,294.0,188.0,188.0,216.0,188.0,244.0,300.0,188.0,138.0,188.0,188.0,,,,,,,,,
