id,answer,consensus,try 0,try 1,try 2,try 3,try 4,try 5,try 6,try 7,try 8,try 9,try 10,try 11,try 12,try 13,try 14,try 15,try 16,try 17,try 18,try 19,try 20,try 21,try 22,try 23
23,902,36,450.0,1024.0,225.0,252.0,36.0,225.0,2.0,252.0,242.0,1024.0,256.0,36.0,1023.0,449.0,242.0,121.0,6.0,2.0,2.0,961.0,7225.0,36.0,225.0,126.0
24,468,468,468.0,468.0,468.0,312.0,468.0,468.0,468.0,156.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,234.0,468.0,468.0,468.0,468.0,,468.0,,256.0
25,601,601,1.0,601.0,6.0,6.0,7.0,601.0,601.0,401.0,7.0,601.0,600.0,601.0,403.0,601.0,601.0,608.0,607.0,601.0,601.0,19.0,318.0,601.0,,
26,23,23,23.0,23.0,23.0,149.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,149.0,353.0,23.0,10.0,23.0,23.0,5.0,7.0,,41.0,
27,321,321,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0
28,211,211,211.0,211.0,15.0,211.0,211.0,211.0,211.0,121.0,34.0,361.0,421.0,211.0,61.0,127.0,36.0,32.0,211.0,,,,,,,
29,315,9,9.0,9.0,9.0,9.0,9.0,132.0,78.0,54.0,12.0,15.0,12.0,54.0,3.0,9.0,3.0,9.0,54.0,132.0,30.0,54.0,54.0,30.0,18.0,3.0
30,70,70,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
31,588,588,300.0,168.0,588.0,588.0,504.0,588.0,588.0,588.0,588.0,168.0,588.0,468.0,588.0,240.0,588.0,300.0,1092.0,300.0,432.0,588.0,576.0,504.0,588.0,588.0
32,16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
33,117,117,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,101.0,117.0,117.0,75.0
34,279,279,279.0,279.0,279.0,279.0,279.0,7191.0,279.0,873.0,2583.0,279.0,2025.0,423.0,279.0,279.0,2025.0,7191.0,711.0,2583.0,-297.0,567.0,279.0,1929.0,279.0,297.0
35,504,504,,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0
36,821,12,12.0,12.0,12.0,12.0,12.0,12.0,16.0,7.0,12.0,239.0,271.0,17.0,12.0,12.0,12.0,271.0,37.0,7.0,0.0,1.0,,11.0,12.0,2269.0
37,77,77,77.0,77.0,77.0,77.0,35.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,30.0,77.0,77.0,76.0,14.0,8.0,
38,62,62,62.0,62.0,62.0,526.0,17.0,62.0,50.0,36.0,10.0,,,,,,,,,,,,,,,
39,81,17,73.0,267.0,44.0,114.0,69.0,6720.0,17.0,114.0,345.0,93.0,26.0,156.0,17.0,109.0,99.0,288.0,,663.0,453.0,172.0,,41.0,,
40,259,34,615.0,,6355.0,1.0,341.0,0.0,70.0,23.0,3.0,35.0,34.0,,,,,,,,,,,,,
41,510,508,510.0,510.0,145.0,508.0,508.0,626.0,510.0,1017.0,508.0,341.0,40.0,510.0,1524.0,509.0,508.0,40.0,,,46.0,,,,5636.0,87.0
42,204,145,145.0,379.0,148.0,129.0,,,129.0,76.0,145.0,145.0,145.0,76.0,86.0,129.0,145.0,17902.0,,129.0,142.0,126.0,,145.0,,123.0
43,60,55,55.0,47.0,55.0,36.0,81.0,43.0,55.0,55.0,42.0,,49.0,63.0,67.0,36.0,66.0,43.0,82.0,85.0,153.0,,,,,
44,735,147,683.0,147.0,147.0,147.0,147.0,147.0,147.0,683.0,147.0,147.0,147.0,147.0,147.0,807.0,147.0,147.0,147.0,147.0,684.0,747.0,683.0,147.0,147.0,707.0
45,468,468,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0,468.0
46,49,49,44.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
47,82,6,36.0,6.0,6.0,6.0,64.0,6.0,6.0,576.0,6.0,6.0,6.0,6.0,140.0,9.0,6.0,87.0,6.0,90.0,6.0,70.0,8.0,,,
48,106,106,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,993.0,106.0,106.0,993.0,146.0,106.0,106.0,70.0,106.0,993.0,106.0,17.0,106.0,106.0,6017.0
49,336,360,360.0,324.0,,360.0,312.0,360.0,360.0,,191.0,360.0,,192.0,,360.0,,,,190.0,360.0,,,,,840.0
50,293,293,293.0,283.0,293.0,293.0,293.0,293.0,5849.0,293.0,293.0,293.0,293.0,293.0,293.0,,293.0,145.0,144.0,109.0,,169.0,,,,
51,237,60671,473.0,237.0,279.0,237.0,60671.0,60671.0,60671.0,279.0,473.0,60671.0,60671.0,60927.0,60671.0,60671.0,60671.0,241.0,60671.0,473.0,237.0,60671.0,60671.0,237.0,60671.0,60671.0
52,610,600,600.0,600.0,600.0,80.0,300.0,360.0,195.0,960.0,440.0,80.0,40.0,40.0,610.0,600.0,5125.0,10.0,800.0,424.0,906.0,600.0,,,,
53,149,149,159.0,149.0,149.0,159.0,150.0,150.0,149.0,149.0,160.0,159.0,159.0,160.0,149.0,159.0,149.0,150.0,149.0,89.0,150.0,169.0,149.0,145.0,149.0,9.0
54,907,907,907.0,907.0,907.0,907.0,907.0,682.0,907.0,907.0,564.0,381.0,907.0,907.0,907.0,9.0,124.0,357.0,906.0,343.0,106.0,907.0,640.0,351.0,,
55,113,1,1.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,368.0,12.0,6.0,85.0,12.0,112.0,190.0,1.0,113.0,,5.0,21.0,1.0,17179869184.0,113.0,12.0
56,19,19,19.0,19.0,19.0,19.0,732.0,367.0,19.0,19.0,19.0,19.0,52.0,35.0,96.0,1781.0,,274.0,247.0,,,,,,,
57,248,3,724.0,208.0,208.0,784.0,724.0,3.0,424.0,3.0,208.0,36.0,3.0,208.0,102.0,3.0,3.0,208.0,3.0,3.0,250.0,,,,,3.0
58,104,104,104.0,104.0,104.0,104.0,104.0,153.0,104.0,104.0,35.0,98.0,96.0,360.0,49.0,252.0,102.0,28.0,84.0,140.0,100.0,84.0,84.0,152.0,52.0,
59,240,188,188.0,188.0,188.0,188.0,188.0,192.0,188.0,188.0,162.0,108.0,188.0,188.0,188.0,508.0,195.0,176.0,376.0,188.0,188.0,188.0,70.0,,,
